date,country,new_cases_avg_per_pop,new_deaths_avg_per_pop
2022-04-19,Fiji,2.2150871802936982,4.4301743605873964
2022-04-20,Fiji,3.480851283318669,0
2022-04-21,Fiji,3.480851283318669,0
2022-04-22,Fiji,2.3733076931718196,0
2022-04-01,Finland,1156.4032796609408,4.969292475999412
2022-04-02,Finland,1156.4032796609408,4.969292475999412
2022-04-03,Finland,1156.4032796609408,4.969292475999412
2022-04-04,Finland,1077.7700194448673,5.098030623046029
2022-04-05,Finland,1106.4013833480346,5.1237782524553515
2022-04-06,Finland,1012.9374885921909,5.201021140683322
2022-04-07,Finland,953.0742502155141,4.892049587771441
2022-04-08,Finland,799.87585523004,4.016630187854447
2022-04-09,Finland,799.87585523004,4.016630187854447
2022-04-10,Finland,799.87585523004,4.016630187854447
2022-04-11,Finland,498.3711148468633,2.1113056115645166
2022-04-12,Finland,332.2989051567275,2.05981035274587
2022-04-13,Finland,185.7948938176775,0.6951859940517312
2022-04-14,Finland,743.8747612647618,4.711816181906178
2022-04-15,Finland,743.8747612647618,4.711816181906178
2022-04-16,Finland,743.8747612647618,4.711816181906178
2022-04-17,Finland,743.8747612647618,4.711816181906178
2022-04-18,Finland,743.8747612647618,4.711816181906178
2022-04-19,Finland,743.8747612647618,4.711816181906178
2022-04-20,Finland,743.8747612647618,4.711816181906178
2022-04-21,Finland,1310.2711130110574,3.1154631585281285
2022-04-22,Finland,2620.542226022115,6.230926317056257
2022-04-01,France,2085.167198498159,1.7861910270916235
2022-04-02,France,2069.481347758468,1.7883098776575683
2022-04-03,France,2052.725477482975,1.7671213719981185
2022-04-04,France,2057.929374472936,1.7861910270916235
2022-04-05,France,2041.2900409785698,1.7162689584154387
2022-04-06,France,2003.0024112519443,1.6484657403051992
2022-04-07,France,1980.3879191616134,1.5764248210630698
2022-04-08,France,1980.6824393902796,1.5870190738927947
2022-04-09,France,2000.9725524097687,1.6272772346457494
2022-04-10,France,2012.3889192590805,1.656941142568979
2022-04-11,France,1998.5189234544048,1.699318153887879
2022-04-12,France,1958.5468075278525,1.7586459697343386
2022-04-13,France,1948.9526521652533,1.832805739542413
2022-04-14,France,1903.4821190200742,1.8921335553888727
2022-04-15,France,1853.9561058916759,1.9175597621802125
2022-04-16,France,1790.16387190277,1.8624696474656428
2022-04-17,France,1745.6595346156619,1.841281141806193
2022-04-18,France,1733.6202256999622,1.5658305682333449
2022-04-19,France,1383.3805837009538,1.6145641312500796
2022-04-20,France,1403.0541112057533,1.7734779236959535
2022-04-21,France,1331.9518427643372,1.8836581531250929
2022-04-22,France,1253.543777571543,1.873063900295368
2022-04-01,French Polynesia,227.5326661064307,0
2022-04-02,French Polynesia,227.5326661064307,0
2022-04-03,French Polynesia,227.5326661064307,0
2022-04-04,French Polynesia,165.8460321842428,0.5056281469031793
2022-04-05,French Polynesia,140.56462483908385,1.0112562938063585
2022-04-06,French Polynesia,140.56462483908385,1.0112562938063585
2022-04-07,French Polynesia,140.56462483908385,1.0112562938063585
2022-04-08,French Polynesia,106.18191084966764,1.0112562938063585
2022-04-09,French Polynesia,106.18191084966764,1.0112562938063585
2022-04-10,French Polynesia,106.18191084966764,1.0112562938063585
2022-04-11,French Polynesia,93.03557903018498,0.5056281469031793
2022-04-12,French Polynesia,49.04593024960839,0
2022-04-13,French Polynesia,62.19226206909106,0
2022-04-14,French Polynesia,62.19226206909106,0
2022-04-15,French Polynesia,34.38271398941619,0
2022-04-16,French Polynesia,34.38271398941619,0
2022-04-17,French Polynesia,34.38271398941619,0
2022-04-18,French Polynesia,13.146331819482661,0
2022-04-19,French Polynesia,25.78703549206214,0
